time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-24T19:46:17.780Z,19.319333333333,-155.12883333333,5.26,1.87,ml,22,136,0.0333,0.13,hv,hv74539607,2024-11-25T17:58:18.680Z,"16 km S of Fern Forest, Hawaii",earthquake,0.42,0.97,0.1621640426766,18,reviewed,hv,hv
2024-11-24T19:46:09.780Z,19.3445,-155.13183333333,1.89,1.01,ml,31,182,0.0406,0.11,hv,hv74539612,2024-11-25T17:45:41.290Z,"13 km S of Fern Forest, Hawaii",earthquake,0.38,0.54,0.14504461700543,16,reviewed,hv,hv
2024-11-24T19:45:42.717Z,31.671,-104.373,7.3303,1.9,ml,17,69,0.1,0.2,tx,tx2024xcud,2024-11-25T13:49:10.985Z,"55 km S of Whites City, New Mexico",earthquake,0.90740450742532,0.89541969189701,0.2,13,reviewed,tx,tx
2024-11-24T19:36:08.646Z,63.1689,-150.66,122.5,1.5,ml,,,,0.38,ak,ak024f4fc5et,2024-11-24T19:38:30.751Z,"67 km SE of Denali National Park, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-11-24T19:25:13.550Z,44.315666666667,-115.52383333333,9.25,1.85,ml,10,62,0.5301,0.13,mb,mb90066758,2024-11-25T16:00:21.180Z,"26 km NNE of Lowman, Idaho",earthquake,0.46,1.62,0.17261271167622,19,reviewed,mb,mb
2024-11-24T19:12:52.143Z,62.5258,-149.5572,67.2,1.5,ml,,,,0.68,ak,ak024f4f73ku,2024-11-24T19:15:10.661Z,"29 km ENE of Chase, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-11-24T18:59:21.830Z,35.9158333,-117.661,3.38,1.36,ml,31,42,0.03314,0.15,ci,ci40799311,2024-11-24T20:20:49.265Z,"22 km E of Little Lake, CA",earthquake,0.15,0.37,0.109,21,reviewed,ci,ci
2024-11-24T18:55:28.301Z,61.8075,-151.0442,67.6,1.4,ml,,,,0.33,ak,ak024f4eutxa,2024-11-24T18:58:04.481Z,"27 km SE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-24T18:54:23.632Z,63.2559,-150.3628,111.8,1.6,ml,,,,0.28,ak,ak024f4euluj,2024-11-24T18:56:08.095Z,"72 km WSW of Cantwell, Alaska",earthquake,,1.6,,,automatic,ak,ak
2024-11-24T18:47:14.700Z,38.836498260498,-122.77532958984,0.87000000476837,1.79,md,27,139,0.007357,0.04,nc,nc75089931,2024-11-24T19:09:28.241Z,"5 km WNW of Cobb, CA",earthquake,0.22,0.289999992,0.22,27,automatic,nc,nc
2024-11-24T18:46:59.950Z,38.837001800537,-122.7748336792,0.50999999046326,2.4,md,37,50,0.005724,0.05,nc,nc75089926,2024-11-24T18:52:17.120Z,"5 km WNW of Cobb, CA",earthquake,0.16,0.200000003,0.12,37,automatic,nc,nc
2024-11-24T18:46:55.217Z,61.6364,-146.4185,28,1.5,ml,,,,0.75,ak,ak024f4esyk1,2024-11-24T18:48:51.044Z,"43 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-11-24T18:43:29.286Z,61.2147,-147.6219,0.3,1.3,ml,,,,0.93,ak,ak024f4es9eo,2024-11-24T18:45:19.623Z,"64 km NW of Tatitlek, Alaska",earthquake,,3.1,,,automatic,ak,ak
2024-11-24T18:31:35.950Z,19.862333333333,-155.09616666667,41.81,2.09,ml,31,261,0.1508,0.1,hv,hv74539547,2024-11-25T17:40:12.690Z,"2 km ESE of Honomu, Hawaii",earthquake,3.25,5.18,0.15223321759963,9,reviewed,hv,hv
2024-11-24T18:30:32.730Z,38.79349899292,-122.81066894531,3.4400000572205,0.37,md,8,99,0.007871,0.02,nc,nc75089921,2024-11-24T18:52:16.121Z,"5 km WNW of The Geysers, CA",earthquake,0.5,1.37,0.12,9,automatic,nc,nc
2024-11-24T18:26:41.750Z,38.830333709717,-122.81600189209,1.7200000286102,1.49,md,31,48,0.008333,0.03,nc,nc75089916,2024-11-24T18:42:18.044Z,"8 km NNW of The Geysers, CA",earthquake,0.16,0.280000001,0.15,32,automatic,nc,nc
2024-11-24T18:23:03.289Z,60.2352,-149.7856,32,1.6,ml,,,,0.59,ak,ak024f4enx2d,2024-11-24T18:24:54.558Z,"23 km WNW of Bear Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-11-24T18:17:56.100Z,38.813999176025,-122.82866668701,2,1.09,md,12,78,0.005139,0.02,nc,nc75089906,2024-11-24T18:39:30.019Z,"7 km NW of The Geysers, CA",earthquake,0.36,0.629999995,0.26,13,automatic,nc,nc
2024-11-24T18:16:41.000Z,34.0511667,-116.7636667,13.76,1.1,ml,42,63,0.03996,0.13,ci,ci40799295,2024-11-24T20:20:49.001Z,"15 km N of Cabazon, CA",earthquake,0.15,0.34,0.113,26,reviewed,ci,ci
2024-11-24T18:16:26.440Z,53.437166666667,-167.36783333333,1.15,1.93,ml,22,210,0.3264,0.43,av,av93377733,2024-11-26T23:44:44.570Z,"73 km SW of Unalaska, Alaska",earthquake,1.76,1.2,0.23677318541571,23,reviewed,av,av
2024-11-24T18:12:48.760Z,18.043333333333,-67.044833333333,20.18,2.06,md,6,104,0.07174,0.09,pr,pr71466713,2024-11-24T18:37:50.190Z,"1 km ESE of Lajas, Puerto Rico",earthquake,0.74,0.99,0.040388238406211,4,reviewed,pr,pr
2024-11-24T18:07:12.547Z,-32.4989,-177.706,10,4.7,mb,25,121,3.232,0.85,us,us6000p7gu,2024-11-24T18:27:48.040Z,"south of the Kermadec Islands",earthquake,3.68,1.885,0.12,21,reviewed,us,us
2024-11-24T18:05:46.613Z,60.1933,-151.8759,52.1,1.6,ml,,,,0.4,ak,ak024f4ek5j9,2024-11-24T18:07:27.004Z,"19 km NW of Ninilchik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-11-24T18:03:01.283Z,61.5391,-150.2873,51.7,1.2,ml,,,,0.27,ak,ak024f4ejmls,2024-11-24T18:04:55.895Z,"11 km E of Susitna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-11-24T17:54:51.490Z,44.261333333333,-114.16416666667,2.38,1.31,ml,16,50,0.1515,0.21,mb,mb90066858,2024-11-25T20:55:15.650Z,"18 km E of Clayton, Idaho",earthquake,0.51,1.48,0.23321561547509,17,reviewed,mb,mb
2024-11-24T17:38:43.250Z,19.052833557129,-155.3621673584,30.059999465942,1.73000002,md,44,213,0.1391,0.159999996,hv,hv74539517,2024-11-24T17:40:30.260Z,"20 km SE of Pāhala, Hawaii",earthquake,0.67,1.03999996,0.0399999991,4,automatic,hv,hv
2024-11-24T17:26:09.348Z,31.653,-104.461,6.2537,1.7,ml,17,87,0,0.2,tx,tx2024xcpn,2024-11-25T13:56:42.017Z,"58 km S of Whites City, New Mexico",earthquake,1.0324975554412,0.57948027768461,0.1,13,reviewed,tx,tx
2024-11-24T17:21:33.840Z,43.2825,-110.72483333333,3.1,1.93,ml,22,105,0.1786,0.28,mb,mb90066753,2024-11-25T15:51:33.900Z,"4 km E of Hoback, Wyoming",earthquake,0.56,2.93,0.17900423574549,23,reviewed,mb,mb
2024-11-24T17:18:15.780Z,46.121166666667,-122.502,16.88,1.32,ml,15,102,0.1288,0.09,uw,uw62061201,2024-11-25T06:52:14.590Z,"23 km N of Amboy, Washington",earthquake,0.29,0.95,0.17191312613475,7,reviewed,uw,uw
2024-11-24T17:10:50.650Z,19.144332885742,-155.375,30.430000305176,2.13000011,md,37,189,0.08308,0.129999995,hv,hv74539502,2024-11-24T17:12:18.930Z,"12 km ESE of Pāhala, Hawaii",earthquake,0.51,0.479999989,0.649999976,3,automatic,hv,hv
2024-11-24T17:08:44.420Z,46.3445,-122.40316666667,9.45,1.19,ml,11,146,0.05746,0.08,uw,uw62061196,2024-11-25T06:57:47.510Z,"21 km SSE of Mossyrock, Washington",earthquake,0.4,0.63,0.050158577900238,7,reviewed,uw,uw
2024-11-24T17:05:23.730Z,37.582500457764,-122.38766479492,9.6999998092651,1.64,md,21,70,0.02574,0.06,nc,nc75089886,2024-11-24T17:17:18.466Z,"1 km NNW of Hillsborough, CA",earthquake,0.27,0.5,0.2,14,automatic,nc,nc
2024-11-24T17:04:17.451Z,36.7505,-116.1674,4.8,-0.1,ml,5,199.41,0.041,0.0639,nn,nn00887909,2024-11-25T02:03:42.166Z,"48 km WNW of Indian Springs, Nevada",earthquake,,2.9,0,1,reviewed,nn,nn
2024-11-24T16:53:40.130Z,33.1881667,-116.0256667,7.55,1.24,ml,48,44,0.04277,0.21,ci,ci40799271,2024-11-24T20:21:04.030Z,"11 km ENE of Ocotillo Wells, CA",earthquake,0.18,0.45,0.124,28,reviewed,ci,ci
2024-11-24T16:51:14.856Z,61.5524,-148.3669,21.8,1,ml,,,,0.26,ak,ak024f4dn2t9,2024-11-24T16:53:48.924Z,"27 km S of Chickaloon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-11-24T16:47:33.721Z,62.185,-149.5224,19.8,1.2,ml,,,,0.4,ak,ak024f4dm9ek,2024-11-24T16:49:05.857Z,"17 km E of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-24T16:45:59.291Z,59.7706,-149.6032,26.9,2.3,ml,,,,0.76,ak,ak024f4dlvwu,2024-11-24T16:48:19.376Z,"34 km SSW of Lowell Point, Alaska",earthquake,,7.4,,,automatic,ak,ak
2024-11-24T16:45:31.370Z,38.826667785645,-122.80783081055,1.5800000429153,0.77,md,11,57,0.018,0.01,nc,nc75089881,2024-11-24T17:09:27.417Z,"7 km NNW of The Geysers, CA",earthquake,0.3,0.879999995,0.1,12,automatic,nc,nc
2024-11-24T16:43:37.412Z,53.2833,-171.0477,191.5,3.7,ml,,,,0.47,ak,ak024f4dlewu,2024-11-25T00:04:21.268Z,"151 km WNW of Nikolski, Alaska",earthquake,,2,,,reviewed,ak,ak
2024-11-24T16:43:34.981Z,52.2329,-170.4338,231.05,4.1,mb,20,208,1.215,0.64,us,us6000p7gg,2024-11-24T17:42:18.040Z,"132 km SW of Nikolski, Alaska",earthquake,15.15,11.642,0.08,42,reviewed,us,us
2024-11-24T16:40:58.990Z,19.184833526611,-155.48516845703,34.110000610352,2.13000011,md,44,78,0.03649,0.140000001,hv,hv74539482,2024-11-24T16:42:36.360Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.56,0.670000017,0.180000007,6,automatic,hv,hv
2024-11-24T16:40:39.476Z,62.0313,-150.6899,62.1,1.3,ml,,,,0.37,ak,ak024f4dkru3,2024-11-24T16:42:13.984Z,"37 km E of Skwentna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-11-24T16:37:05.860Z,38.824001312256,-122.82833099365,2,0.76,md,15,55,0.005307,0.01,nc,nc75089876,2024-11-24T16:59:29.348Z,"8 km NW of The Geysers, CA",earthquake,0.22,0.50999999,0.17,16,automatic,nc,nc
2024-11-24T16:34:11.304Z,61.7759,-149.7077,64,1.2,ml,,,,0.5,ak,ak024f4djfd6,2024-11-24T16:35:49.511Z,"17 km NNE of Houston, Alaska",earthquake,,2.4,,,automatic,ak,ak
2024-11-24T16:32:44.960Z,38.820666666667,-122.80466666667,1.73,-0.21,md,16,85,0.005026,0.03,nc,nc75089871,2024-11-26T22:40:14.534Z,"6 km NNW of The Geysers, CA",earthquake,0.33,0.47,0.262,15,reviewed,nc,nc
2024-11-24T16:31:30.110Z,38.819831848145,-122.80466461182,1.9700000286102,1.28,md,24,36,0.005524,0.01,nc,nc75089866,2024-11-24T16:49:31.284Z,"6 km NNW of The Geysers, CA",earthquake,0.18,0.360000014,0.2,25,automatic,nc,nc
2024-11-24T16:19:06.910Z,64.6859,-149.1038,6.3,1.9,ml,,,,0.78,ak,ak024f4dg7ab,2024-11-24T16:20:52.093Z,"9 km N of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T16:13:44.140Z,34.0881667,-117.8355,14.77,1.31,ml,51,45,0.02386,0.21,ci,ci40799263,2024-11-24T20:21:07.767Z,"2 km SSE of Charter Oak, CA",earthquake,0.28,0.34,0.225,30,reviewed,ci,ci
2024-11-24T16:10:01.851Z,36.6149,-116.2272,6.3,-0.2,ml,14,115.08,0.083,0.0529,nn,nn00887908,2024-11-25T02:03:40.030Z,"50 km W of Indian Springs, Nevada",earthquake,,2.4,0.49,4,reviewed,nn,nn
2024-11-24T16:09:58.630Z,38.826499938965,-122.79916381836,2.0599999427795,1.34,md,31,33,0.009069,0.01,nc,nc75089851,2024-11-24T16:34:30.171Z,"7 km WNW of Cobb, CA",earthquake,0.17,0.319999993,0.17,30,automatic,nc,nc
2024-11-24T16:05:37.980Z,36.365501403809,-120.94716644287,9.329999923706,1.82,md,26,63,0.0455,0.1,nc,nc75089836,2024-11-24T16:22:17.076Z,"24 km NE of King City, CA",earthquake,0.26,0.670000017,0.23,23,automatic,nc,nc
2024-11-24T16:02:07.610Z,35.3983333,-118.6458333,4.36,2.2,ml,50,38,0.1248,0.17,ci,ci40799247,2024-11-24T21:19:20.120Z,"25 km SSW of Bodfish, CA",earthquake,0.15,0.56,0.135,82,reviewed,ci,ci
2024-11-24T15:55:57.950Z,18.006333333333,-66.660333333333,13.87,2.51,md,18,129,0.05251,0.1,pr,pr71466703,2024-11-24T16:22:09.230Z,"3 km W of Ponce, Puerto Rico",earthquake,0.31,0.16,0.16156540318527,9,reviewed,pr,pr
2024-11-24T15:41:00.551Z,61.138,-150.328,35.8,1.4,ml,,,,0.38,ak,ak024f4czgxz,2024-11-24T15:42:27.304Z,"24 km WSW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-11-24T15:40:00.640Z,60.03,-153.1295,3.15,-0.93,ml,4,163,0.02978,0.17,av,av93377618,2024-11-26T22:47:34.320Z,"60 km ENE of Pedro Bay, Alaska",earthquake,0.86,1.9,0.37392291309936,4,reviewed,av,av
2024-11-24T15:34:09.640Z,43.298333333333,-110.71183333333,7.76,1.52,ml,10,197,0.1644,0.13,mb,mb90066748,2024-11-25T15:41:56.380Z,"6 km ENE of Hoback, Wyoming",earthquake,0.75,2.19,0.17969719156016,14,reviewed,mb,mb
2024-11-24T15:26:05.243Z,64.2978,-149.8885,13,1.5,ml,,,,0.14,ak,ak024f4cw9kc,2024-11-24T15:27:41.113Z,"34 km W of Anderson, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T15:22:29.780Z,61.9234,-150.8505,60.8,1.3,ml,,,,0.38,ak,ak024f4cvgle,2024-11-24T15:24:21.001Z,"29 km ESE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-24T15:18:43.910Z,19.063667297363,-155.36616516113,29.790000915527,1.77999997,md,48,207,0.1287,0.170000002,hv,hv74539417,2024-11-24T15:20:23.800Z,"19 km SE of Pāhala, Hawaii",earthquake,0.58,0.939999998,0.0799999982,5,automatic,hv,hv
2024-11-24T15:17:28.670Z,43.3315,-109.67183333333,3.1,2.33,ml,19,96,0.5706,0.2,mb,mb90066733,2024-11-25T15:34:19.290Z,"22 km S of Dubois, Wyoming",earthquake,0.59,2.6,0.25367989589423,22,reviewed,mb,mb
2024-11-24T15:13:35.560Z,43.317166666667,-110.72366666667,6.08,1.94,ml,8,194,0.1444,0.09,mb,mb90066773,2024-11-25T15:18:49.270Z,"6 km NE of Hoback, Wyoming",earthquake,0.94,2.51,0.17919798257294,24,reviewed,mb,mb
2024-11-24T15:13:19.570Z,43.293666666667,-110.71816666667,5.06,1.41,ml,10,198,0.1682,0.09,mb,mb90066723,2024-11-25T15:09:41.820Z,"5 km ENE of Hoback, Wyoming",earthquake,0.66,4.56,0.10944972786026,7,reviewed,mb,mb
2024-11-24T15:12:08.980Z,41.591333333333,-112.42083333333,4.89,0.78,md,8,121,0.08355,0.12,uu,uu80087161,2024-11-25T18:34:50.880Z,"15 km SW of Thatcher, Utah",earthquake,0.63,2.39,0.072583567458524,6,reviewed,uu,uu
2024-11-24T15:11:03.720Z,39.494833333333,-122.9905,6.41,2.11,md,59,24,0.04321,0.12,nc,nc75089821,2024-11-26T20:09:31.762Z,"10 km  of Lake Pillsbury, CA",earthquake,0.14,0.38,0.11,53,reviewed,nc,nc
2024-11-24T15:07:37.958Z,61.1847,-147.0732,0,1.3,ml,,,,1.52,ak,ak024f4cs9gr,2024-11-24T15:10:19.431Z,"39 km W of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-24T14:59:44.984Z,63.1039,-151.4866,0,1.6,ml,,,,0.81,ak,ak024f4chznm,2024-11-24T15:02:11.647Z,"50 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T14:59:40.300Z,18.206666666667,-66.007166666667,9.91,2.52,md,21,72,0.03782,0.2,pr,pr71466693,2024-11-24T16:06:50.290Z,"5 km NNW of Jagual, Puerto Rico",earthquake,0.27,0.53,0.28558644589604,9,reviewed,pr,pr
2024-11-24T14:59:33.060Z,-17.6991,167.3682,10,4.9,mb,17,183,2.245,0.81,us,us6000p7g0,2024-11-24T15:24:42.040Z,"100 km W of Port-Vila, Vanuatu",earthquake,7.13,1.961,0.14,16,reviewed,us,us
2024-11-24T14:57:29.812Z,63.1138,-151.3423,0,1.8,ml,,,,0.74,ak,ak024f4chj1x,2024-11-24T14:59:41.422Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T14:57:29.200Z,35.9063333,-117.6981667,4.04,0.59,ml,16,64,0.05679,0.1,ci,ci40799239,2024-11-24T20:21:25.589Z,"19 km E of Little Lake, CA",earthquake,0.15,0.42,0.151,5,reviewed,ci,ci
2024-11-24T14:54:48.590Z,19.135166168213,-155.47734069824,34.360000610352,1.75999999,md,43,172,0.02476,0.109999999,hv,hv74539397,2024-11-24T14:56:24.410Z,"7 km S of Pāhala, Hawaii",earthquake,0.55,0.600000024,0.300000012,5,automatic,hv,hv
2024-11-24T14:54:11.043Z,19.2933,-68.5817,97.452,3.1,ml,21,187,0.908,1.45,us,us6000p7fy,2024-11-24T15:44:11.040Z,"59 km NE of Miches, Dominican Republic",earthquake,10.09,24.647,0.06,36,reviewed,us,us
2024-11-24T14:54:09.850Z,18.2555,-68.8728,137,3.99,md,24,183,1.0645,0.54,pr,pr2024329004,2024-11-24T15:42:42.356Z,"21 km SSE of La Romana, Dominican Republic",earthquake,5.05,2.31,0.09,17,reviewed,pr,pr
2024-11-24T14:53:03.369Z,61.3451,-150.1024,41.8,1.2,ml,,,,0.62,ak,ak024f4cgm58,2024-11-24T14:55:42.038Z,"6 km WSW of Point MacKenzie, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-24T14:36:58.960Z,43.304166666667,-110.70066666667,4.96,1.36,ml,11,193,0.1605,0.25,mb,mb90066718,2024-11-24T14:59:20.320Z,"7 km ENE of Hoback, Wyoming",earthquake,1.11,7.89,0.19109665581091,12,reviewed,mb,mb
2024-11-24T14:31:28.210Z,34.052,-117.2443333,14.71,1.09,ml,57,52,0.06212,0.18,ci,ci40799231,2024-11-24T20:21:42.532Z,"2 km ENE of Loma Linda, CA",earthquake,0.2,0.36,0.15,28,reviewed,ci,ci
2024-11-24T14:23:42.307Z,61.0734,-150.7092,40.8,1.3,ml,,,,0.82,ak,ak024f4ca9o6,2024-11-24T14:25:37.165Z,"16 km N of Point Possession, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-11-24T14:19:14.915Z,-22.0292,-179.5178,593.159,4.6,mb,51,112,4.836,0.73,us,us6000p7fw,2024-11-24T14:43:19.040Z,"south of the Fiji Islands",earthquake,15.61,8.581,0.07,62,reviewed,us,us
2024-11-24T14:09:05.916Z,59.7633,-152.042,55.2,1.3,ml,,,,0.34,ak,ak024f4c76u7,2024-11-24T14:10:34.020Z,"11 km W of Anchor Point, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-11-24T14:06:44.183Z,64.4407,-146.8804,11.4,1.2,ml,,,,0.59,ak,ak024f4c6mn6,2024-11-24T14:08:24.767Z,"9 km S of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T14:05:27.420Z,38.814167022705,-122.81316375732,2.6400001049042,1.08,md,22,50,0.009525,0.02,nc,nc75089816,2024-11-24T14:24:31.236Z,"6 km NW of The Geysers, CA",earthquake,0.24,0.430000007,0.1,21,automatic,nc,nc
2024-11-24T14:01:52.020Z,35.994,-117.7606667,7.8,0.66,ml,11,233,0.0642,0.07,ci,ci40799223,2024-11-24T14:07:02.453Z,"15 km ENE of Little Lake, CA",earthquake,0.34,0.61,0.226,4,reviewed,ci,ci
2024-11-24T14:01:02.699Z,60.3606,-147.5307,29.2,1.5,ml,,,,0.31,ak,ak024f4c5gv1,2024-11-24T14:02:25.053Z,"42 km NE of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-24T13:58:03.020Z,58.173,-155.35866666667,0.93,-0.81,ml,7,124,0.04049,0.05,av,av93377533,2024-11-26T22:15:57.060Z,"86 km NW of Karluk, Alaska",earthquake,0.24,1.1,0.12066473739911,7,reviewed,av,av
2024-11-24T13:54:35.035Z,32.013,-101.684,8.6182,1.2,ml,11,86,0.1,0.1,tx,tx2024xciq,2024-11-25T17:02:20.361Z,"16 km SE of Stanton, Texas",earthquake,0.56498837052216,0.98226277039634,0.2,7,reviewed,tx,tx
2024-11-24T13:53:38.100Z,45.3225,-112.58266666667,7.78,0.94,ml,11,100,0.04116,0.1,mb,mb90066848,2024-11-25T20:42:37.350Z,"12 km NNE of Dillon, Montana",earthquake,0.38,0.63,0.18481627105044,12,reviewed,mb,mb
2024-11-24T13:50:41.820Z,37.459666666667,-118.83416666667,9.76,0.6,md,18,197,0.1302,0.04,nc,nc75089811,2024-11-25T19:52:50.362Z,"18 km WSW of Toms Place, CA",earthquake,0.5,1.37,0.134,9,reviewed,nc,nc
2024-11-24T13:45:36.350Z,38.81916809082,-122.80149841309,2.7000000476837,0.43,md,9,122,0.007918,0.02,nc,nc75089806,2024-11-24T14:09:30.134Z,"6 km NNW of The Geysers, CA",earthquake,0.48,1.57000005,0.19,8,automatic,nc,nc
2024-11-24T13:43:06.275Z,43.2041,-126.099,10,3.1,ml,28,277,1.586,0.71,us,us6000p7ft,2024-11-24T14:07:42.040Z,"137 km W of Bandon, Oregon",earthquake,4.56,2.023,0.049,54,reviewed,us,us
2024-11-24T13:33:26.427Z,61.6052,-148.1075,18,0.4,ml,,,,0.26,ak,ak024f4bqy02,2024-11-24T13:35:02.345Z,"28 km SE of Chickaloon, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-11-24T13:30:41.202Z,61.1975,-147.0135,0,1.3,ml,,,,0.57,ak,ak024f4bqbzs,2024-11-24T13:32:46.753Z,"36 km WNW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-24T13:25:10.408Z,63.7167,-147.2648,0,1.4,ml,,,,0.76,ak,ak024f4bp71c,2024-11-24T13:27:02.217Z,"79 km SSW of Harding-Birch Lakes, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-11-24T13:12:34.061Z,59.3847,-152.8638,80.5,1.2,ml,,,,0.2,ak,ak024f4bmgjy,2024-11-24T13:14:10.340Z,"53 km W of Nanwalek, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-11-24T13:08:08.080Z,32.9748333,-116.3105,9.59,1.21,ml,47,53,0.08423,0.18,ci,ci40799215,2024-11-24T14:12:08.860Z,"25 km SW of Ocotillo Wells, CA",earthquake,0.17,0.49,0.175,28,reviewed,ci,ci
2024-11-24T12:57:18.645Z,-22.4115,-68.4374,114.168,4.8,mww,43,65,0.588,1.05,us,us6000p7fm,2024-11-24T13:10:01.040Z,"50 km E of Calama, Chile",earthquake,7.1,5.569,0.083,14,reviewed,us,us
2024-11-24T12:50:11.350Z,33.2726667,-116.734,9.29,0.7,ml,41,45,0.04206,0.17,ci,ci40799207,2024-11-24T14:08:54.712Z,"4 km NE of Lake Henshaw, CA",earthquake,0.2,0.51,0.079,18,reviewed,ci,ci
2024-11-24T12:28:06.588Z,31.72,-104.508,5.6384,2.1,ml,23,82,0,0.2,tx,tx2024xcfr,2024-11-25T11:58:53.781Z,"52 km SSW of Whites City, New Mexico",earthquake,1.2244721191181,0.7364554508186,0.1,13,reviewed,tx,tx
2024-11-24T12:19:51.683Z,59.2827,-153.7306,127.9,1.6,ml,,,,0.49,ak,ak024f4b2kbk,2024-11-24T12:22:13.289Z,"52 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-11-24T12:15:52.180Z,33.1841667,-116.4371667,7.23,0.85,ml,37,118,0.08547,0.22,ci,ci40799199,2024-11-24T14:09:14.730Z,"10 km SW of Borrego Springs, CA",earthquake,0.31,0.55,0.117,11,reviewed,ci,ci
2024-11-24T12:15:18.510Z,18.469666666667,-66.520833333333,112.44,3.33,md,19,181,0.2529,0.24,pr,pr71466658,2024-11-24T14:03:59.040Z,"2 km NNW of La Luisa, Puerto Rico",earthquake,2.01,0.9,0.18491217945888,17,reviewed,pr,pr
2024-11-24T12:09:51.500Z,38.799167633057,-122.75133514404,1.8700000047684,0.74,md,14,98,0.006705,0.02,nc,nc75089801,2024-11-24T12:37:16.484Z,"2 km NNE of The Geysers, CA",earthquake,0.29,0.610000014,0.25,14,automatic,nc,nc
2024-11-24T12:09:30.638Z,61.1369,-151.0743,57.5,1.4,ml,,,,0.21,ak,ak024f4b0djb,2024-11-24T12:11:04.543Z,"0 km SE of Beluga, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-11-24T12:07:46.960Z,38.842666625977,-122.83083343506,1.1000000238419,1.28,md,19,88,0.01333,0.02,nc,nc75089796,2024-11-24T12:29:33.438Z,"10 km WNW of Cobb, CA",earthquake,0.19,0.449999988,0.18,21,automatic,nc,nc
2024-11-24T12:04:05.330Z,35.68,-117.485,6.58,0.77,ml,16,114,0.05207,0.11,ci,ci40799191,2024-11-24T14:09:12.604Z,"12 km SW of Searles Valley, CA",earthquake,0.3,0.59,0.133,4,reviewed,ci,ci
2024-11-24T12:03:23.200Z,38.823833465576,-122.79833221435,2.539999961853,1.02,md,21,33,0.009182,0.01,nc,nc75089791,2024-11-24T12:22:15.391Z,"6 km NNW of The Geysers, CA",earthquake,0.24,0.49000001,0.25,21,automatic,nc,nc
2024-11-24T12:02:46.410Z,33.9231667,-116.8326667,9.59,0.98,ml,54,28,0.04147,0.15,ci,ci40799183,2024-11-24T14:13:15.910Z,"4 km E of Banning, CA",earthquake,0.13,0.37,0.164,28,reviewed,ci,ci
2024-11-24T12:00:34.540Z,38.835334777832,-122.81150054932,2.0599999427795,1.1,md,22,55,0.01197,0.02,nc,nc75089786,2024-11-24T12:19:27.374Z,"8 km WNW of Cobb, CA",earthquake,0.2,0.400000006,0.15,22,automatic,nc,nc
2024-11-24T11:56:58.390Z,19.638833333333,-65.314166666667,21.15,3.43,md,14,252,1.324,0.26,pr,pr71466648,2024-11-24T14:00:49.040Z,"145 km NNE of Vieques, Puerto Rico",earthquake,1.03,22.92,0.10791407799843,10,reviewed,pr,pr
2024-11-24T11:56:32.060Z,58.035333333333,-155.27566666667,8.49,0.21,ml,11,219,0.02221,0.17,av,av93377458,2024-11-26T21:53:04.970Z,"71 km NW of Karluk, Alaska",earthquake,0.44,0.56,0.28931870426147,11,reviewed,av,av
2024-11-24T11:54:48.780Z,46.875666666667,-121.95516666667,9.52,0.5,ml,14,103,0.008902,0.09,uw,uw62061186,2024-11-25T18:19:34.750Z,"14 km NNE of Ashford, Washington",earthquake,0.41,0.46,0.10098238963089,7,reviewed,uw,uw
