time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-26T05:06:46.260Z,38.836334228516,-122.79100036621,1.6100000143051,0.44,md,7,77,0.002134,0.01,nc,nc75090516,2024-11-26T05:27:18.459Z,"6 km WNW of Cobb, CA",earthquake,0.49,1.21000004,0.26,7,automatic,nc,nc
2024-11-26T05:06:44.196Z,61.6471,-150.7951,59.4,2.5,ml,,,,0.62,ak,ak024f7hwf5k,2024-11-26T05:08:20.279Z,"18 km NW of Susitna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-11-26T04:57:49.350Z,57.059333333333,-135.68333333333,7.65,0.24,ml,4,260,0.01563,0.11,av,av93379283,2024-11-27T01:29:13.330Z,"21 km W of Sitka, Alaska",earthquake,1.19,0.75,0.16985716102002,4,reviewed,av,av
2024-11-26T04:50:49.373Z,64.6922,-149.2491,16.5,1.2,ml,,,,0.53,ak,ak024f7hkfhl,2024-11-26T04:52:22.971Z,"11 km NNW of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-26T04:31:20.827Z,38.7112,142.0979,35,5.3,mww,90,93,2.223,0.55,us,us7000nu6z,2024-11-27T05:07:02.089Z,"51 km SE of Ōfunato, Japan",earthquake,8.26,1.833,0.063,24,reviewed,us,us
2024-11-26T04:29:41.910Z,58.282333333333,-155.00966666667,2.89,-0.65,ml,4,241,0.03156,0.02,av,av93027449,2024-11-27T01:24:02.840Z,"85 km NNW of Karluk, Alaska",earthquake,0.46,0.39,0.22224561921659,4,reviewed,av,av
2024-11-26T04:29:11.850Z,58.2815,-154.99316666667,4.93,-0.6,ml,5,147,0.03986,0.1,av,av93379253,2024-11-27T01:22:06.230Z,"85 km NNW of Karluk, Alaska",earthquake,0.43,0.71,0.20555238001198,5,reviewed,av,av
2024-11-26T04:27:41.226Z,61.3958,-146.749,33.7,1.4,ml,,,,0.26,ak,ak024f7hfhe2,2024-11-26T04:29:04.825Z,"36 km NW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-26T04:25:21.480Z,34.5561667,-117.7921667,8.59,2.08,ml,65,31,0.06423,0.19,ci,ci40800663,2024-11-26T15:03:15.190Z,"7 km N of Llano, CA",earthquake,0.15,0.42,0.14,26,reviewed,ci,ci
2024-11-26T04:17:33.380Z,46.204333333333,-122.17516666667,7.66,0.14,ml,9,101,0.008283,0.1,uw,uw62061371,2024-11-26T19:33:03.350Z,"38 km NNE of Amboy, Washington",earthquake,0.75,0.48,0.014562333693056,4,reviewed,uw,uw
2024-11-26T04:17:13.040Z,51.516666666667,-177.11033333333,16.97,2.16,ml,12,241,0.2573,0.13,av,av93379248,2024-11-27T01:18:25.160Z,"51 km SW of Adak, Alaska",earthquake,0.54,1.11,0.27025680092058,14,reviewed,av,av
2024-11-26T04:11:01.510Z,38.81266784668,-122.82833099365,1.2400000095367,0.81,md,7,105,0.01167,0.01,nc,nc75090501,2024-11-26T04:42:19.133Z,"7 km NW of The Geysers, CA",earthquake,0.55,1.94000006,0.13,8,automatic,nc,nc
2024-11-26T04:10:48.010Z,39.1755,-123.18616666667,8,1.26,md,17,45,0.09429,0.08,nc,nc75090506,2024-11-26T19:54:29.503Z,"4 km NE of Ukiah, CA",earthquake,0.2,0.78,0.247,14,reviewed,nc,nc
2024-11-26T04:03:26.410Z,35.6946667,-117.5198333,10.55,0.57,ml,18,66,0.08363,0.15,ci,ci40800647,2024-11-26T15:02:10.490Z,"13 km SW of Searles Valley, CA",earthquake,0.31,0.59,0.173,5,reviewed,ci,ci
2024-11-26T03:32:54.654Z,63.594,-147.8929,9.6,1.5,ml,,,,0.55,ak,ak024f7gv5eh,2024-11-26T03:34:52.705Z,"52 km ESE of Denali Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-26T03:31:01.048Z,61.8019,-149.3209,25.9,1.7,ml,,,,0.58,ak,ak024f7gupdu,2024-11-26T03:32:51.109Z,"7 km NW of Fishhook, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-26T03:30:21.000Z,57.0585,-135.66,6.99,0.5,ml,5,152,0.02592,0.07,av,av93379208,2024-11-27T01:13:38.830Z,"19 km W of Sitka, Alaska",earthquake,0.94,0.56,0.22964590102989,5,reviewed,av,av
2024-11-26T03:27:46.927Z,59.9613,-153.2797,167.3,1.8,ml,,,,0.59,ak,ak024f7gu284,2024-11-26T03:30:43.267Z,"50 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-26T03:09:53.720Z,38.841999053955,-122.83032989502,1.2699999809265,1.54,md,23,87,0.005274,0.02,nc,nc75090481,2024-11-26T03:27:17.589Z,"10 km WNW of Cobb, CA",earthquake,0.2,0.349999994,0.16,23,automatic,nc,nc
2024-11-26T03:04:17.380Z,19.332666397095,-155.14183044434,-0.69999998807907,1.71000004,md,11,124,0.04809,0.389999986,hv,hv74541382,2024-11-26T03:06:39.800Z,"14 km S of Fern Forest, Hawaii",earthquake,0.9,0.50999999,0.600000024,3,automatic,hv,hv
2024-11-26T02:40:22.420Z,36.786834716797,-121.49366760254,3.329999923706,1.39,md,8,137,0.03262,0.06,nc,nc75090476,2024-11-26T03:09:28.476Z,"8 km SSE of San Juan Bautista, CA",earthquake,0.39,0.810000002,0.15,4,automatic,nc,nc
2024-11-26T02:27:51.534Z,61.5314,-149.8413,34.2,1.5,ml,,,,0.46,ak,ak024f7g8mz5,2024-11-26T02:29:31.611Z,"6 km E of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-11-26T02:21:11.000Z,19.189832687378,-155.40950012207,34.729999542236,1.92999995,md,35,174,0.04876,0.109999999,hv,hv74541357,2024-11-26T02:22:47.800Z,"7 km ESE of Pāhala, Hawaii",earthquake,0.64,0.670000017,0.389999986,6,automatic,hv,hv
2024-11-26T02:15:27.110Z,32.8256667,-115.747,4.22,1.45,ml,14,55,0.02932,0.28,ci,ci40800583,2024-11-27T20:27:15.497Z,"17 km W of Imperial, CA",earthquake,0.45,1.18,0.113,5,reviewed,ci,ci
2024-11-26T02:14:58.690Z,32.8355,-115.7233333,11.55,2.7,ml,54,33,0.01558,0.3,ci,ci40800575,2024-11-26T15:53:34.898Z,"14 km W of Imperial, CA",earthquake,0.25,0.47,0.183,104,reviewed,ci,ci
2024-11-26T02:05:35.850Z,38.775333404541,-122.69599914551,16.489999771118,1.07,md,10,185,0.007592,0.12,nc,nc75090466,2024-11-26T02:22:18.151Z,"0 km WNW of Anderson Springs, CA",earthquake,3.29,10.54,0.23,9,automatic,nc,nc
2024-11-26T02:03:46.130Z,34.0031667,-116.6113333,8.85,0.55,ml,19,110,0.04657,0.17,ci,ci40800567,2024-11-26T15:02:42.520Z,"6 km SSW of Morongo Valley, CA",earthquake,0.49,0.99,0.12,10,reviewed,ci,ci
2024-11-26T01:56:40.900Z,18.014833333333,-66.745333333333,12.34,2.54,md,9,175,0.1335,0.14,pr,pr71466843,2024-11-26T02:05:11.240Z,"2 km E of Magas Arriba, Puerto Rico",earthquake,0.4,0.64,0.062679624082519,7,reviewed,pr,pr
2024-11-26T01:54:44.746Z,-20.6006,-178.6958,604.31,4.8,mb,77,40,4.185,0.73,us,us7000nu6a,2024-11-27T06:20:41.040Z,"Fiji region",earthquake,10.71,4.781,0.04,196,reviewed,us,us
2024-11-26T01:40:25.140Z,44.983,-111.90283333333,0.78,1.1,ml,17,76,0.1528,0.2,mb,mb90066973,2024-11-26T15:33:09.010Z,"34 km S of Virginia City, Montana",earthquake,0.42,1.61,0.1840224573232,18,reviewed,mb,mb
2024-11-26T01:35:27.489Z,-24.2783,-67.0973,188.635,4.2,mb,21,121,1.651,0.51,us,us7000nu68,2024-11-27T06:07:27.040Z,"79 km W of San Antonio de los Cobres, Argentina",earthquake,10.9,12.6,0.237,5,reviewed,us,us
2024-11-26T01:27:00.370Z,44.358666666667,-115.187,5.09,2,ml,17,63,0.3515,0.18,mb,mb90066968,2024-11-26T15:23:36.510Z,"25 km NW of Stanley, Idaho",earthquake,0.37,1.03,0.19124085008376,15,reviewed,mb,mb
2024-11-26T01:25:56.873Z,40.012,-119.6047,10.7,1.2,ml,3,182.35,0.182,0.0153,nn,nn00887986,2024-11-26T19:42:29.499Z,"6 km N of Sutcliffe, Nevada",earthquake,,14.9,1.26,3,reviewed,nn,nn
2024-11-26T01:14:37.050Z,58.234666666667,-155.10416666667,35.59,-0.07,ml,13,84,0.0565,0.26,av,av93027444,2024-11-27T00:59:55.090Z,"83 km NNW of Karluk, Alaska",earthquake,0.82,1.17,0.32133204434059,12,reviewed,av,av
2024-11-26T01:10:28.627Z,60.9766,-152.2549,104.4,1.4,ml,,,,0.76,ak,ak024f7fjifi,2024-11-26T01:12:38.222Z,"61 km W of Tyonek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-11-26T01:03:26.931Z,59.6309,-152.3988,69.4,1.9,ml,,,,0.52,ak,ak024f7fi0ad,2024-11-26T01:06:45.136Z,"35 km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-11-26T01:00:49.391Z,54.7975,-157.0013,40.9,2.8,ml,,,,0.37,ak,ak024f7fhevf,2024-11-27T05:52:36.040Z,"183 km SE of Perryville, Alaska",earthquake,,6.9,,,automatic,ak,ak
2024-11-26T01:00:38.350Z,36.979167938232,-121.62200164795,6.1999998092651,0.83,md,5,88,0.03989,0.02,nc,nc75090456,2024-11-26T01:42:17.860Z,"6 km WSW of Gilroy, CA",earthquake,0.59,1.62,0.17,5,automatic,nc,nc
2024-11-26T01:00:31.100Z,38.835334777832,-122.8073348999,2.2200000286102,1.08,md,20,51,0.01211,0.01,nc,nc75090451,2024-11-26T01:32:15.795Z,"7 km WNW of Cobb, CA",earthquake,0.22,0.409999996,0.18,21,automatic,nc,nc
2024-11-26T00:58:55.860Z,37.524833679199,-119.01866912842,1.210000038147,1.49,md,14,115,0.07944,0.04,nc,nc75090446,2024-11-26T01:22:17.734Z,"13 km SSW of Mammoth Lakes, CA",earthquake,0.46,2.8900001,0.1,13,automatic,nc,nc
2024-11-26T00:49:30.010Z,38.835834503174,-122.78883361816,1.8799999952316,0.86,md,12,73,0.002828,0.01,nc,nc75090441,2024-11-26T01:12:15.666Z,"6 km WNW of Cobb, CA",earthquake,0.34,0.49000001,0.25,14,automatic,nc,nc
2024-11-26T00:44:21.990Z,38.822666168213,-122.76499938965,1.7799999713898,1.09,md,19,121,0.008687,0.03,nc,nc75090436,2024-11-26T01:09:31.645Z,"4 km WNW of Cobb, CA",earthquake,0.27,0.389999986,0.17,19,automatic,nc,nc
2024-11-26T00:38:42.500Z,60.0455,-153.05016666667,-0.52,-0.83,ml,6,95,0.01367,0.09,av,av93379053,2024-11-27T00:39:19.500Z,"65 km ENE of Pedro Bay, Alaska",earthquake,0.25,0.82,0.34952206505783,6,reviewed,av,av
2024-11-26T00:28:15.870Z,35.0545,-116.9058333,1.67,2.45,ml,35,46,0.1941,0.13,ci,ci40800551,2024-11-26T16:27:43.450Z,"20 km NNE of Barstow, CA",earthquake,0.13,0.62,0.11,112,reviewed,ci,ci
2024-11-26T00:25:40.110Z,46.850666666667,-121.75983333333,2.04,0.29,ml,18,70,0.02273,0.07,uw,uw62061356,2024-11-26T19:17:19.440Z,"23 km ENE of Ashford, Washington",earthquake,0.17,0.37,0.13971164132897,8,reviewed,uw,uw
2024-11-26T00:25:22.330Z,35.0333333,-117.6796667,-0.82,1.51,ml,30,51,0.09965,0.17,ci,ci40800543,2024-11-27T15:29:52.123Z,"5 km NW of Boron, CA",quarry blast,0.36,31.61,0.135,26,reviewed,ci,ci
2024-11-26T00:10:09.000Z,33.3236667,-116.3563333,6.5,0.96,ml,46,59,0.009551,0.18,ci,ci40800527,2024-11-26T15:03:20.290Z,"8 km NNE of Borrego Springs, CA",earthquake,0.21,0.35,0.188,24,reviewed,ci,ci
2024-11-26T00:07:52.072Z,63.1212,-150.5388,115.9,2.2,ml,,,,0.46,ak,ak024f7exhhp,2024-11-26T00:32:46.040Z,"70 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-25T23:56:28.129Z,13.7815,-92.616,11.23,4.7,mww,56,144,1.742,0.94,us,us7000nu5z,2024-11-26T00:12:28.040Z,"92 km SSW of Ocós, Guatemala",earthquake,7.58,5.749,0.078,16,reviewed,us,us
2024-11-25T23:45:41.870Z,38.833332061768,-122.79833221435,2.3499999046326,1.03,md,16,48,0.008039,0.02,nc,nc75090426,2024-11-26T00:09:31.221Z,"7 km WNW of Cobb, CA",earthquake,0.28,0.600000024,0.09,20,automatic,nc,nc
2024-11-25T23:35:51.587Z,57.7078,-154.6016,52.8,1.4,ml,,,,0.22,ak,ak024f6593x2,2024-11-25T23:38:01.610Z,"17 km NNW of Karluk, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-11-25T23:33:14.000Z,41.588,-112.4165,1.71,1.19,md,15,91,0.08774,0.18,uu,uu80087226,2024-11-25T23:50:55.060Z,"15 km SW of Thatcher, Utah",earthquake,0.42,4.97,0.12824736604298,12,reviewed,uu,uu
2024-11-25T23:31:15.820Z,58.1715,-155.29866666667,0.77,-0.52,ml,5,168,0.04164,0.08,av,av93378998,2024-11-26T04:30:38.090Z,"83 km NW of Karluk, Alaska",earthquake,0.29,1.56,0.16489858395366,5,reviewed,av,av
2024-11-25T23:25:41.120Z,34.0026667,-117.1946667,10.22,0.86,ml,33,85,0.07575,0.17,ci,ci40800503,2024-11-26T15:03:04.421Z,"6 km S of Redlands, CA",earthquake,0.22,0.49,0.195,19,reviewed,ci,ci
2024-11-25T23:15:27.470Z,41.582,-112.42083333333,2.96,1.06,md,14,91,0.09247,0.17,uu,uu80087216,2024-11-25T23:45:56.690Z,"16 km SW of Thatcher, Utah",earthquake,0.45,3.14,0.08089494923725,10,reviewed,uu,uu
2024-11-25T23:10:55.240Z,46.233666666667,-122.43133333333,7.73,0.48,ml,13,150,0.06691,0.13,uw,uw62061351,2024-11-26T04:26:24.490Z,"33 km S of Mossyrock, Washington",earthquake,0.41,1.2,0.11158283026407,6,reviewed,uw,uw
2024-11-25T23:07:54.000Z,35.0123333,-118.1785,-0.87,1.49,ml,11,192,0.1356,0.23,ci,ci40800487,2024-11-27T18:59:52.280Z,"4 km S of Mojave, CA",quarry blast,1.24,31.61,0.173,8,reviewed,ci,ci
2024-11-25T23:07:30.370Z,48.4255,-123.5125,10.15,0.87,ml,9,107,0.1255,0.08,uw,uw62061346,2024-11-26T05:24:28.700Z,"2 km WSW of Colwood, Canada",earthquake,0.24,1,0.12578448855988,4,reviewed,uw,uw
2024-11-25T22:53:30.990Z,49.156333333333,-122.12133333333,-0.45,1.54,ml,4,297,0.108,0.13,uw,uw62061341,2024-11-26T05:10:46.670Z,"12 km W of Chilliwack, Canada",explosion,1.66,31.61,0.094110472955962,3,reviewed,uw,uw
2024-11-25T22:38:35.910Z,40.4926,-126.1719,15.268,2.7,ml,21,272,1.567,0.66,us,us7000nu5p,2024-11-25T23:26:12.617Z,"161 km W of Ferndale, California",earthquake,9.25,9.451,0.056,42,reviewed,us,us
2024-11-25T22:37:15.540Z,45.094666666667,-111.70933333333,-2,1.42,ml,15,110,0.1223,0.2,mb,mb90066903,2024-11-25T22:49:41.700Z,"28 km S of Ennis, Montana",quarry blast,0.68,31.61,0.16511612328109,12,reviewed,mb,mb
2024-11-25T22:36:09.480Z,17.961333333333,-66.834,11.53,2.15,md,9,204,0.04519,0.18,pr,pr71466838,2024-11-25T23:05:54.550Z,"3 km SSW of Indios, Puerto Rico",earthquake,0.62,0.64,0.21868909492598,9,reviewed,pr,pr
2024-11-25T22:25:14.862Z,31.607,-104.334,8.2019,1.6,ml,17,86,0.1,0.1,tx,tx2024xeuw,2024-11-26T13:32:27.268Z,"60 km WNW of Toyah, Texas",earthquake,1.0130562022186,0.87218054803976,0.2,15,reviewed,tx,tx
2024-11-25T22:22:37.230Z,40.255332946777,-124.52683258057,14.60000038147,2.04,md,12,297,0.1448,0.09,nc,nc75090411,2024-11-25T22:42:16.708Z,"22 km W of Petrolia, CA",earthquake,3.26,1.84000003,0.06,7,automatic,nc,nc
2024-11-25T22:22:01.950Z,38.824501037598,-122.76616668701,2.1300001144409,1.05,md,15,121,0.006641,0.03,nc,nc75090406,2024-11-25T22:42:16.617Z,"4 km WNW of Cobb, CA",earthquake,0.35,0.560000002,0.15,17,automatic,nc,nc
2024-11-25T22:11:54.858Z,62.9472,-151.5403,35.4,1.4,ml,,,,1.1,ak,ak024f64ijdp,2024-11-25T22:14:00.667Z,"63 km NW of Petersville, Alaska",earthquake,,9.6,,,automatic,ak,ak
2024-11-25T22:05:28.380Z,19.240999221802,-155.37983703613,29.729999542236,1.99000001,md,43,144,0.01705,0.140000001,hv,hv74541187,2024-11-25T22:08:23.260Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.53,0.560000002,0.280000001,11,automatic,hv,hv
2024-11-25T22:01:50.590Z,34.7055,-120.3963333,3.21,1.45,ml,16,75,0.04419,0.3,ci,ci40800423,2024-11-25T22:10:47.297Z,"6 km E of Vandenberg Village, CA",earthquake,0.48,0.74,0.181,7,reviewed,ci,ci
2024-11-25T21:59:32.084Z,-30.5092,-72.0447,18.751,4.1,mwr,33,174,0.389,0.83,us,us7000nu5i,2024-11-25T23:25:13.040Z,"81 km W of Ovalle, Chile",earthquake,4.9,5.603,0.045,47,reviewed,us,us
2024-11-25T21:54:26.952Z,60.2752,-152.5979,95.8,1.3,ml,,,,0.38,ak,ak024f6469ev,2024-11-25T21:56:12.439Z,"57 km WNW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-11-25T21:53:52.140Z,38.833499908447,-122.81683349609,1.8999999761581,1.05,md,10,86,0.01139,0.01,nc,nc75090396,2024-11-25T22:19:28.470Z,"8 km NNW of The Geysers, CA",earthquake,0.36,1.11000001,0.39,13,automatic,nc,nc
2024-11-25T21:41:08.550Z,35.9235,-117.741,8.93,0.93,ml,18,52,0.06739,0.12,ci,ci40800383,2024-11-27T19:48:59.566Z,"15 km E of Little Lake, CA",earthquake,0.2,0.48,0.253,8,reviewed,ci,ci
2024-11-25T21:33:38.084Z,61.7253,-151.2091,65.9,1.5,ml,,,,0.43,ak,ak024f641s8g,2024-11-25T21:35:29.297Z,"31 km SSE of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-11-25T21:28:29.500Z,60.0455,-153.05866666667,1.32,-0.35,ml,5,156,0.01214,0.08,av,av93378943,2024-11-26T04:03:50.840Z,"65 km ENE of Pedro Bay, Alaska",earthquake,0.8,0.43,0.41237435148343,5,reviewed,av,av
2024-11-25T21:24:10.690Z,33.5001667,-115.8265,8.34,1.34,ml,37,58,0.03656,0.19,ci,ci37690532,2024-11-26T17:35:14.881Z,"11 km ESE of North Shore, CA",earthquake,0.22,0.64,0.144,31,reviewed,ci,ci
2024-11-25T21:23:40.650Z,33.5008333,-115.8265,7.9,2.1,ml,61,49,0.03684,0.19,ci,ci40800343,2024-11-26T17:04:04.940Z,"11 km ESE of North Shore, CA",earthquake,0.16,0.48,0.179,67,reviewed,ci,ci
2024-11-25T21:22:52.450Z,53.9645,-166.414,9.5,0.94,ml,18,135,0.131,0.31,av,av93378938,2024-11-26T04:00:54.940Z,"11 km NE of Dutch Harbor, Alaska",earthquake,0.98,2.91,0.26635606439939,18,reviewed,av,av
2024-11-25T21:18:10.460Z,33.5008333,-115.8268333,7.45,1.65,ml,48,58,0.03658,0.2,ci,ci40800335,2024-11-25T21:34:25.738Z,"11 km ESE of North Shore, CA",earthquake,0.2,0.52,0.188,28,reviewed,ci,ci
2024-11-25T21:17:53.600Z,46.011333333333,-112.45266666667,-2,1.52,ml,6,136,0.07248,0.08,mb,mb90066878,2024-11-25T21:57:12.900Z,"6 km E of Butte, Montana",quarry blast,0.39,31.61,0.20584892522282,15,reviewed,mb,mb
2024-11-25T21:17:32.436Z,38.7012,-117.0199,0.2,1.7,ml,13,165.71,0.825,0.199,nn,nn00887943,2024-11-25T22:44:23.946Z,"56 km S of Kingston, Nevada",explosion,,6.5,0.25,7,automatic,nn,nn
2024-11-25T21:13:27.790Z,33.5035,-115.8251667,7.74,1.64,ml,43,59,0.03902,0.18,ci,ci40800327,2024-11-26T19:57:47.605Z,"11 km ESE of North Shore, CA",earthquake,0.19,0.46,0.122,26,reviewed,ci,ci
2024-11-25T21:11:31.160Z,38.788333892822,-122.77349853516,1.0800000429153,1.07,md,15,82,0.01226,0.03,nc,nc75090391,2024-11-25T21:13:10.560Z,"2 km NW of The Geysers, CA",earthquake,0.25,0.449999988,0.15,16,automatic,nc,nc
2024-11-25T21:10:54.180Z,34.2625,-117.1473333,5.88,1.12,ml,19,124,0.06799,0.16,ci,ci40800319,2024-11-26T17:03:35.652Z,"4 km ENE of Lake Arrowhead, CA",earthquake,0.29,0.63,0.1,6,reviewed,ci,ci
2024-11-25T21:10:40.380Z,38.786998748779,-122.77183532715,0.50999999046326,1.54,md,24,82,0.014,0.03,nc,nc75090386,2024-11-25T21:54:29.316Z,"2 km NW of The Geysers, CA",earthquake,0.19,0.289999992,0.13,25,automatic,nc,nc
2024-11-25T21:10:02.160Z,47.889,-122.69766666667,-0.03,1.82,ml,16,89,0.08824,0.31,uw,uw62061301,2024-11-26T04:44:38.710Z,"4 km SSW of Port Ludlow, Washington",explosion,0.53,31.61,0.19535813794537,10,reviewed,uw,uw
2024-11-25T21:09:34.630Z,33.4975,-115.8306667,8.72,2.78,ml,73,47,0.03231,0.18,ci,ci40800303,2024-11-25T23:01:44.040Z,"10 km ESE of North Shore, CA",earthquake,0.15,0.39,0.191,112,reviewed,ci,ci
2024-11-25T21:07:38.140Z,38.787334442139,-122.77283477783,1.0199999809265,1.64,md,15,82,0.01315,0.03,nc,nc75090366,2024-11-25T21:32:19.161Z,"2 km NW of The Geysers, CA",earthquake,0.23,0.469999999,0.2,13,automatic,nc,nc
2024-11-25T21:04:44.705Z,60.244,-154.6382,14.8,1.5,ml,,,,0.27,ak,ak024f63vkza,2024-11-25T21:06:09.132Z,"18 km WNW of Port Alsworth, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-11-25T21:00:52.704Z,63.2924,-150.924,0,1.5,ml,,,,0.91,ak,ak024f63uqr3,2024-11-25T21:03:53.265Z,"48 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-11-25T20:58:12.685Z,62.2512,-142.3408,4.6,1.7,ml,,,,0.4,ak,ak024f63lnkk,2024-11-25T21:00:38.748Z,"37 km ESE of Nabesna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-25T20:36:06.860Z,56.870333333333,-158.37983333333,5.82,-0.72,ml,5,284,0.0843,0.17,av,av93027439,2024-11-26T03:54:18.070Z,"63 km N of Chignik Lagoon, Alaska",earthquake,1.27,3.21,0.22002566533197,5,reviewed,av,av
2024-11-25T20:34:49.780Z,61.5821,-146.4207,34.8,2.2,ml,,,,0.43,ak,ak024f63gl8y,2024-11-25T20:36:22.140Z,"49 km SSE of Nelchina, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-11-25T20:17:11.940Z,38.707164764404,-122.89633178711,1.6100000143051,1,md,8,225,0.0966,0.17,nc,nc75090356,2024-11-25T20:18:50.249Z,"11 km  of Healdsburg, CA",earthquake,3.63,16.6100006,0.14,8,automatic,nc,nc
2024-11-25T20:15:36.230Z,38.842998504639,-122.83066558838,1.3099999427795,1.11,md,20,111,0.005793,0.03,nc,nc75090351,2024-11-25T20:57:16.915Z,"10 km WNW of Cobb, CA",earthquake,0.21,0.360000014,0.16,21,automatic,nc,nc
2024-11-25T20:14:42.570Z,33.4968333,-115.828,9.4,3.15,ml,79,35,0.03415,0.21,ci,ci40800255,2024-11-25T21:01:40.780Z,"11 km ESE of North Shore, CA",earthquake,0.17,0.43,0.169,134,reviewed,ci,ci
2024-11-25T20:10:29.580Z,56.861333333333,-158.37083333333,10.43,-0.29,ml,6,258,0.07712,0.15,av,av93027434,2024-11-26T03:47:31.130Z,"62 km N of Chignik Lagoon, Alaska",earthquake,0.97,1.53,0.10782702367187,6,reviewed,av,av
2024-11-25T20:05:55.560Z,34.3006667,-117.6908333,4.03,1.12,ml,21,87,0.06724,0.15,ci,ci40800247,2024-11-26T17:09:29.462Z,"8 km SW of Wrightwood, CA",earthquake,0.25,0.55,0.16,8,reviewed,ci,ci
2024-11-25T20:00:34.539Z,34.51283333,-97.251,0,1.34,ml,28,76,0.09988040006,0.62,ok,ok2024xeqc,2024-11-26T13:22:25.743Z,"11 km SE of Katie, Oklahoma",quarry blast,,1.1,0.26,13,reviewed,ok,ok
2024-11-25T19:59:39.460Z,38.824333190918,-122.76683044434,2.3099999427795,0.94,md,13,118,0.006585,0.02,nc,nc75090336,2024-11-25T20:01:15.100Z,"4 km WNW of Cobb, CA",earthquake,0.33,0.620000005,0.17,13,automatic,nc,nc
2024-11-25T19:57:58.760Z,33.505,-115.8235,7.4,1.29,ml,26,59,0.04095,0.23,ci,ci40800239,2024-11-26T17:38:17.108Z,"11 km ESE of North Shore, CA",earthquake,0.32,0.75,0.15,21,reviewed,ci,ci
2024-11-25T19:55:39.040Z,44.363833333333,-116.107,10.52,2.26,ml,9,85,0.3532,0.16,mb,mb90066828,2024-11-25T22:04:19.880Z,"7 km NNW of Smiths Ferry, Idaho",earthquake,0.42,1.2,0.17938165842538,20,reviewed,mb,mb
2024-11-25T19:46:18.232Z,63.2703,-151.1406,7.5,1.5,ml,,,,0.68,ak,ak024f62xnsv,2024-11-25T19:48:15.535Z,"41 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-11-25T19:18:15.936Z,4.4112,126.1971,78.065,4.5,mb,54,106,2.711,1.06,us,us7000nu3k,2024-11-25T20:17:33.040Z,"136 km SE of Sarangani, Philippines",earthquake,9.77,7.683,0.078,48,reviewed,us,us
2024-11-25T19:16:02.510Z,39.561332702637,-123.36866760254,6.1700000762939,1.92,md,17,108,0.0889,0.1,nc,nc75090331,2024-11-25T19:39:27.354Z,"13 km NNE of Brooktrails, CA",earthquake,0.31,0.910000026,0.09,14,automatic,nc,nc
2024-11-25T19:15:21.860Z,38.797832489014,-122.77333068848,1.3099999427795,0.72,md,8,98,0.011,0.01,nc,nc75090326,2024-11-25T19:32:17.305Z,"3 km NNW of The Geysers, CA",earthquake,0.37,0.50999999,0.3,10,automatic,nc,nc
2024-11-25T18:58:16.800Z,34.0103333,-116.4278333,7.69,0.93,ml,20,56,0.06672,0.11,ci,ci40800191,2024-11-25T20:27:54.956Z,"9 km NE of Desert Hot Springs, CA",earthquake,0.2,0.48,0.115,13,reviewed,ci,ci
2024-11-25T18:42:17.251Z,44.318,79.8225,44.479,4.5,mwr,86,41,1.02,0.63,us,us7000nu3e,2024-11-26T00:22:49.897Z,"22 km NW of Zharkent, Kazakhstan",earthquake,6.48,5.758,0.058,29,reviewed,us,us
2024-11-25T18:30:03.700Z,33.0033333,-116.0826667,-0.1,1.21,ml,25,60,0.1504,0.16,ci,ci40800151,2024-11-26T21:59:18.397Z,"16 km SSE of Ocotillo Wells, CA",quarry blast,0.35,31.61,0.107,23,reviewed,ci,ci
2024-11-25T18:21:31.000Z,33.3943333,-116.7556667,1.64,0.33,ml,14,92,0.0983,0.27,ci,ci40800135,2024-11-25T20:41:25.497Z,"11 km ENE of Palomar Observatory, CA",earthquake,0.63,1.16,0.235,5,reviewed,ci,ci
